0	2	49
0	4	50
0	6	43
0	8	41
0	9	33
0	16	45
0	20	40
0	23	32
0	24	38
0	25	49
0	33	37
0	35	49
0	46	33
0	50	36
0	51	48
0	52	33
0	53	50
0	57	36
0	61	43
0	63	38
0	64	46
0	65	46
0	66	33
0	78	44
0	80	43
0	82	43
0	83	39
0	92	30
0	95	47
0	105	32
0	107	34
0	108	47
0	111	36
0	113	35
0	114	49
0	115	37
0	117	47
0	118	50
0	124	47
0	132	44
0	138	41
0	140	38
0	141	37
0	148	33
0	153	45
0	156	49
0	163	32
0	166	37
0	175	49
0	176	40
0	179	40
0	186	47
0	189	40
0	192	30
0	199	37
0	202	30
0	208	33
0	210	32
0	211	35
0	212	46
0	214	42
0	217	33
0	224	40
0	225	38
0	227	46
0	228	30
0	229	35
0	230	40
0	231	47
0	234	47
0	238	40
0	239	40
0	246	32
0	247	46
0	250	35
0	251	38
0	253	34
0	254	40
0	261	39
0	262	41
0	264	47
0	266	38
0	267	49
0	268	46
0	270	45
0	271	43
0	277	36
0	280	47
0	283	38
0	290	37
0	302	40
0	313	47
0	314	41
0	319	48
0	320	41
0	326	41
0	328	39
0	330	34
0	333	39
0	334	33
0	335	35
0	336	46
0	340	49
0	344	42
0	351	44
0	352	33
0	354	42
0	356	30
0	360	34
0	362	36
0	363	43
0	369	31
0	371	33
0	374	35
0	376	45
0	377	40
0	380	34
0	383	50
0	386	40
0	387	34
0	392	44
0	393	38
0	396	50
0	398	48
1	4	46
1	6	46
1	7	36
1	9	44
1	10	32
1	13	32
1	16	40
1	17	46
1	18	45
1	19	48
1	26	34
1	28	38
1	32	40
1	35	42
1	45	35
1	46	36
1	49	42
1	52	50
1	54	44
1	60	50
1	63	48
1	64	49
1	67	36
1	69	47
1	70	45
1	72	34
1	78	43
1	85	47
1	87	49
1	88	31
1	89	44
1	93	46
1	95	35
1	103	43
1	105	47
1	108	47
1	110	33
1	111	32
1	114	34
1	117	37
1	123	49
1	125	35
1	132	38
1	139	43
1	142	44
1	145	33
1	147	48
1	150	45
1	151	31
1	153	48
1	154	44
1	155	33
1	163	37
1	165	43
1	166	37
1	167	34
1	173	44
1	175	34
1	178	42
1	180	43
1	181	31
1	184	50
1	192	42
1	194	37
1	201	43
1	204	31
1	209	40
1	210	39
1	213	46
1	221	43
1	223	41
1	224	36
1	236	50
1	242	44
1	244	46
1	248	31
1	249	31
1	250	41
1	251	35
1	255	39
1	256	48
1	257	40
1	262	50
1	264	38
1	267	31
1	272	48
1	273	49
1	274	49
1	280	46
1	284	34
1	291	35
1	295	39
1	302	39
1	303	30
1	305	40
1	309	33
1	314	34
1	318	36
1	321	47
1	323	33
1	325	42
1	326	31
1	340	43
1	343	34
1	347	36
1	348	32
1	350	39
1	359	43
1	360	38
1	363	47
1	364	35
1	371	48
1	373	37
1	376	47
1	378	43
1	387	41
1	390	40
1	394	46
1	395	48
1	396	39
1	397	36
2	6	46
2	7	43
2	15	46
2	16	50
2	19	47
2	23	48
2	30	45
2	31	40
2	35	42
2	38	49
2	39	35
2	42	32
2	48	45
2	58	33
2	63	33
2	64	31
2	78	45
2	82	32
2	86	36
2	93	46
2	95	48
2	105	33
2	107	50
2	113	46
2	114	36
2	118	45
2	119	33
2	120	35
2	125	44
2	127	33
2	128	31
2	129	47
2	132	49
2	133	44
2	136	47
2	137	48
2	138	50
2	140	30
2	148	40
2	149	46
2	151	33
2	153	48
2	154	42
2	155	47
2	161	40
2	164	41
2	166	43
2	169	48
2	170	50
2	177	42
2	179	38
2	180	30
2	186	34
2	189	43
2	191	39
2	195	31
2	196	40
2	198	50
2	199	49
2	200	45
2	201	38
2	202	44
2	203	44
2	205	35
2	217	45
2	224	33
2	225	49
2	232	45
2	235	49
2	236	31
2	237	43
2	238	33
2	242	31
2	243	49
2	244	45
2	248	30
2	252	50
2	260	45
2	263	34
2	264	31
2	266	36
2	268	47
2	275	34
2	277	41
2	278	47
2	281	39
2	283	37
2	284	46
2	286	36
2	287	48
2	288	32
2	289	50
2	297	31
2	305	32
2	307	48
2	310	41
2	315	30
2	316	47
2	318	44
2	324	35
2	326	45
2	327	41
2	329	35
2	332	37
2	333	36
2	334	46
2	337	34
2	338	30
2	339	38
2	342	50
2	345	43
2	346	43
2	351	30
2	356	31
2	357	43
2	358	36
2	359	39
2	366	32
2	367	44
2	374	37
2	379	35
2	382	39
2	383	46
2	391	44
2	395	38
3	6	38
3	8	37
3	9	42
3	10	45
3	12	34
3	13	46
3	24	32
3	25	35
3	26	40
3	28	49
3	32	34
3	35	39
3	36	44
3	42	45
3	48	50
3	54	31
3	57	37
3	60	42
3	63	37
3	65	34
3	66	31
3	69	50
3	71	41
3	73	36
3	78	38
3	80	32
3	81	36
3	82	34
3	85	31
3	89	31
3	90	36
3	92	36
3	97	39
3	98	44
3	99	45
3	102	43
3	104	41
3	107	41
3	108	50
3	114	38
3	116	47
3	117	50
3	126	41
3	133	42
3	134	50
3	135	31
3	136	30
3	140	45
3	144	39
3	146	32
3	148	37
3	149	32
3	150	42
3	151	30
3	152	39
3	154	36
3	156	31
3	157	34
3	163	33
3	165	49
3	166	47
3	175	42
3	180	49
3	181	33
3	183	31
3	195	41
3	198	42
3	200	48
3	205	36
3	212	37
3	214	46
3	229	50
3	230	32
3	231	50
3	233	43
3	241	31
3	245	45
3	249	44
3	254	37
3	255	32
3	258	36
3	259	43
3	261	48
3	264	44
3	265	33
3	273	34
3	277	32
3	280	36
3	283	38
3	286	33
3	288	31
3	289	30
3	291	43
3	295	42
3	301	39
3	303	39
3	306	37
3	307	30
3	329	40
3	330	43
3	335	31
3	345	35
3	352	39
3	353	44
3	356	41
3	366	33
3	367	50
3	369	48
3	371	34
3	375	32
3	378	36
3	379	36
3	385	38
3	388	30
3	391	46
3	398	42
3	399	42
4	8	44
4	9	31
4	12	33
4	17	38
4	20	42
4	25	44
4	28	35
4	30	46
4	39	32
4	41	31
4	42	38
4	43	32
4	44	39
4	46	49
4	59	46
4	62	43
4	64	31
4	65	47
4	71	42
4	83	33
4	100	41
4	101	34
4	105	46
4	109	30
4	113	46
4	115	49
4	117	44
4	118	45
4	120	48
4	121	46
4	128	43
4	129	48
4	131	46
4	135	45
4	136	46
4	137	43
4	140	34
4	143	43
4	144	44
4	151	45
4	153	34
4	156	49
4	157	43
4	158	32
4	162	30
4	175	39
4	189	32
4	190	45
4	193	47
4	200	36
4	207	36
4	208	43
4	211	45
4	212	38
4	213	40
4	216	50
4	217	36
4	218	47
4	221	50
4	223	46
4	227	35
4	229	48
4	238	33
4	242	35
4	245	47
4	247	35
4	250	39
4	253	38
4	255	37
4	258	40
4	267	50
4	269	37
4	271	33
4	280	43
4	281	47
4	283	48
4	284	45
4	286	43
4	288	36
4	291	45
4	292	45
4	293	32
4	296	36
4	299	36
4	302	36
4	307	41
4	317	48
4	318	31
4	322	45
4	323	31
4	331	31
4	337	38
4	341	45
4	342	47
4	343	39
4	344	39
4	345	41
4	346	35
4	351	43
4	355	39
4	359	46
4	362	44
4	364	45
4	365	34
4	369	49
4	373	38
4	390	30
4	396	37
5	7	47
5	10	42
5	17	34
5	21	40
5	25	49
5	30	45
5	35	50
5	38	38
5	42	34
5	50	42
5	51	33
5	52	48
5	55	34
5	56	48
5	61	35
5	67	39
5	70	33
5	73	47
5	100	37
5	104	39
5	106	30
5	111	31
5	121	38
5	122	40
5	123	43
5	132	32
5	133	31
5	135	49
5	136	49
5	138	36
5	140	31
5	142	32
5	143	33
5	144	43
5	147	50
5	163	30
5	166	45
5	170	38
5	179	34
5	181	36
5	183	42
5	186	42
5	192	37
5	198	43
5	203	37
5	204	40
5	208	45
5	214	47
5	225	45
5	230	49
5	236	34
5	243	43
5	244	49
5	247	32
5	250	49
5	255	38
5	258	34
5	262	31
5	264	49
5	265	30
5	266	30
5	268	47
5	271	40
5	274	32
5	278	35
5	280	33
5	281	41
5	283	45
5	287	49
5	292	35
5	294	46
5	296	42
5	300	35
5	305	36
5	307	42
5	316	47
5	317	41
5	325	40
5	332	37
5	340	38
5	341	38
5	345	43
5	346	43
5	347	42
5	350	47
5	351	42
5	354	40
5	358	35
5	362	44
5	365	39
5	366	31
5	367	37
5	368	43
5	369	32
5	370	41
5	371	43
5	372	50
5	379	33
5	386	45
5	387	47
5	389	33
5	391	45
5	397	46
5	399	42
6	8	44
6	11	41
6	13	33
6	16	40
6	20	47
6	31	42
6	36	39
6	37	48
6	39	40
6	44	32
6	47	39
6	49	38
6	50	41
6	52	33
6	54	35
6	56	31
6	57	41
6	58	30
6	67	45
6	70	34
6	71	32
6	73	44
6	81	46
6	87	42
6	88	45
6	92	46
6	97	48
6	98	44
6	99	30
6	105	35
6	107	47
6	110	46
6	117	30
6	123	31
6	126	42
6	140	50
6	141	37
6	144	40
6	149	38
6	150	40
6	154	38
6	155	35
6	157	47
6	161	32
6	162	39
6	164	38
6	167	47
6	169	46
6	170	34
6	173	41
6	175	31
6	180	42
6	184	47
6	185	40
6	187	49
